cycle_nodes,cycle_edges,vorticity
"Wolves,Luton,Sheffield United,Wolves","(Wolves,Luton);(Luton,Sheffield United);(Sheffield United,Wolves)",-1.3862943611198908
"Wolves,Luton,Man United,Wolves","(Wolves,Luton);(Luton,Man United);(Man United,Wolves)",-1.3862943611198908
"Everton,Luton,Crystal Palace,Everton","(Everton,Luton);(Luton,Crystal Palace);(Crystal Palace,Everton)",1.3862943611198908
"Everton,Luton,Brighton,Everton","(Everton,Luton);(Luton,Brighton);(Brighton,Everton)",1.3862943611198908
"Tottenham,Luton,Burnley,Tottenham","(Tottenham,Luton);(Luton,Burnley);(Burnley,Tottenham)",1.3862943611198908
"Fulham,Luton,Arsenal,Fulham","(Fulham,Luton);(Luton,Arsenal);(Arsenal,Fulham)",1.3862943611198908
"Tottenham,Luton,Brentford,Tottenham","(Tottenham,Luton);(Luton,Brentford);(Brentford,Tottenham)",1.3862943611198908
"West Ham,Luton,Aston Villa,West Ham","(West Ham,Luton);(Luton,Aston Villa);(Aston Villa,West Ham)",-1.3862943611198906
"Tottenham,Luton,Man United,Tottenham","(Tottenham,Luton);(Luton,Man United);(Man United,Tottenham)",1.3862943611198906
"Man United,Luton,Brentford,Man United","(Man United,Luton);(Luton,Brentford);(Brentford,Man United)",1.3862943611198906
"Wolves,Luton,Burnley,Wolves","(Wolves,Luton);(Luton,Burnley);(Burnley,Wolves)",1.3862943611198906
"Nott'm Forest,Luton,Bournemouth,Nott'm Forest","(Nott'm Forest,Luton);(Luton,Bournemouth);(Bournemouth,Nott'm Forest)",-1.3862943611198904
"Fulham,Luton,Brentford,Fulham","(Fulham,Luton);(Luton,Brentford);(Brentford,Fulham)",-1.38629436111989
"Tottenham,Luton,Man City,Tottenham","(Tottenham,Luton);(Luton,Man City);(Man City,Tottenham)",-1.38629436111989
"Crystal Palace,Luton,Arsenal,Crystal Palace","(Crystal Palace,Luton);(Luton,Arsenal);(Arsenal,Crystal Palace)",1.38629436111989
"Crystal Palace,Luton,Chelsea,Crystal Palace","(Crystal Palace,Luton);(Luton,Chelsea);(Chelsea,Crystal Palace)",1.38629436111989
"Everton,Luton,Arsenal,Everton","(Everton,Luton);(Luton,Arsenal);(Arsenal,Everton)",1.38629436111989
"Man City,Luton,Burnley,Man City","(Man City,Luton);(Luton,Burnley);(Burnley,Man City)",1.386294361119889
"Man City,Luton,Aston Villa,Man City","(Man City,Luton);(Luton,Aston Villa);(Aston Villa,Man City)",-1.7763568394002505e-15
"Bournemouth,Luton,Arsenal,Bournemouth","(Bournemouth,Luton);(Luton,Arsenal);(Arsenal,Bournemouth)",-8.881784197001252e-16
"Man City,Luton,Bournemouth,Man City","(Man City,Luton);(Luton,Bournemouth);(Bournemouth,Man City)",-8.881784197001252e-16
"Man City,Luton,Brighton,Man City","(Man City,Luton);(Luton,Brighton);(Brighton,Man City)",-8.881784197001252e-16
"Brighton,Luton,Arsenal,Brighton","(Brighton,Luton);(Luton,Arsenal);(Arsenal,Brighton)",-8.881784197001252e-16
"Nott'm Forest,Luton,Arsenal,Nott'm Forest","(Nott'm Forest,Luton);(Luton,Arsenal);(Arsenal,Nott'm Forest)",-8.881784197001252e-16
"Man City,Luton,Chelsea,Man City","(Man City,Luton);(Luton,Chelsea);(Chelsea,Man City)",-8.881784197001252e-16
"Nott'm Forest,Luton,Man City,Nott'm Forest","(Nott'm Forest,Luton);(Luton,Man City);(Man City,Nott'm Forest)",8.881784197001252e-16
"Tottenham,Luton,Aston Villa,Tottenham","(Tottenham,Luton);(Luton,Aston Villa);(Aston Villa,Tottenham)",-4.440892098500626e-16
"Man United,Luton,Fulham,Man United","(Man United,Luton);(Luton,Fulham);(Fulham,Man United)",-4.440892098500626e-16
"Tottenham,Luton,Fulham,Tottenham","(Tottenham,Luton);(Luton,Fulham);(Fulham,Tottenham)",-4.440892098500626e-16
"West Ham,Luton,Brentford,West Ham","(West Ham,Luton);(Luton,Brentford);(Brentford,West Ham)",4.440892098500626e-16
"West Ham,Luton,Man United,West Ham","(West Ham,Luton);(Luton,Man United);(Man United,West Ham)",4.440892098500626e-16
"West Ham,Luton,Chelsea,West Ham","(West Ham,Luton);(Luton,Chelsea);(Chelsea,West Ham)",4.440892098500626e-16
"Brighton,Luton,Bournemouth,Brighton","(Brighton,Luton);(Luton,Bournemouth);(Bournemouth,Brighton)",2.220446049250313e-16
"Chelsea,Luton,Brighton,Chelsea","(Chelsea,Luton);(Luton,Brighton);(Brighton,Chelsea)",0.0
"Liverpool,Luton,Brighton,Liverpool","(Liverpool,Luton);(Luton,Brighton);(Brighton,Liverpool)",0.0
